0.05	-0.067907509
0.1	0.021653755
0.15	0.278503781
0.2	0.075801832
0.25	0.352232218
0.3	0.385212125
0.35	0.352122388
0.4	0.445992443
0.45	0.475579537
0.5	0.559192462
0.55	0.397230684
0.6	0.429609649
0.65	0.529158625
0.7	0.689628072
0.75	0.539037858
0.8	0.673600921
0.85	0.77874112
0.9	0.910845847
0.95	0.790080683
1	0.705813452
1.05	0.990577921
1.1	0.8451162
1.15	1.058118319
1.2	0.821500481
1.25	1.345867435
1.3	1.925136516
1.35	1.568110901
1.4	1.078523108
1.45	0.845342192
1.5	1.027479834
1.55	0.909773995
1.6	0.874912162
1.65	1.114734085
1.7	0.861568794
1.75	0.836485455
1.8	0.979972943
1.85	0.813098791
1.9	1.021689111
1.95	0.821329268
2	0.820662586
2.05	0.920166676
2.1	0.899554843
2.15	0.97880928
2.2	0.675319133
2.25	0.832431579
2.3	0.783892458
2.35	0.842297785
2.4	0.686576375
2.45	0.537116897
2.5	0.55284343
2.55	0.52640086
2.6	0.55591307
2.65	0.48385385
2.7	0.33970156
2.75	0.475682443
2.8	0.247814993
2.85	0.409576036
2.9	0.099397399
2.95	0.064519887
3	0.212030947
3.05	0.149892302
3.1	-0.042019621
3.15	-0.036011091
3.2	0.021850283
3.25	-0.190548908
3.3	-0.286847393
3.35	-0.256922406
3.4	-0.287301791
3.45	-0.365106902
3.5	-0.44954673
3.55	-0.370215368
3.6	-0.567045825
3.65	-0.407892653
3.7	-0.54357717
3.75	-0.680785095
3.8	-0.628103922
3.85	-0.56756927
3.9	-0.778705919
3.95	-0.841884737
4	-0.673468118
4.05	-0.659290606
4.1	-0.96573607
4.15	-0.828523868
4.2	-0.757716848
4.25	-0.867427945
4.3	-0.968480293
4.35	-0.861375853
4.4	-0.812504645
4.45	-0.895168304
4.5	-1.056678443
4.55	-1.047545974
4.6	-1.109909655
4.65	-1.009826826
4.7	-0.974373964
4.75	-1.095000123
4.8	-0.846787271
4.85	-1.076756202
4.9	-0.983045626
4.95	-0.837361275
5	-0.897119009
5.05	-1.042010765
5.1	-0.851275942
5.15	-0.870259536
5.2	-0.974583185
5.25	-0.87443708
5.3	-0.951546217
5.35	-0.756002071
5.4	-0.686015503
5.45	-0.684729772
5.5	-0.853376655
5.55	-0.645490332
5.6	-0.676252756
5.65	-0.636419937
5.7	-0.4926991
5.75	-0.608772963
5.8	-0.423725121
5.85	-0.49696486
5.9	-0.47192196
5.95	-0.34091523
6	-0.186155557
6.05	-0.187864495
6.1	-0.315229369
6.15	-0.119607176
6.2	-0.086707882
6.25	-0.045970612
6.3	0.076643518
6.35	0.055373387
6.4	0.005931135
6.45	0.131011738
6.5	0.346019969
6.55	0.342827647
6.6	0.311939968
6.65	0.460630357
6.7	0.454194979
6.75	0.4664892
6.8	0.430769472
6.85	0.530478917
6.9	0.696413559
6.95	0.59217433
7	0.603978985
7.05	0.728526972
7.1	0.815066476
7.15	0.900892796
7.2	0.825027128
7.25	0.927412898
7.3	0.79998328
7.35	0.879619251
7.4	0.758523513
7.45	0.792610482
7.5	1.014108197
7.55	0.931842339
7.6	0.819620029
7.65	0.923093594
7.7	0.988547682
7.75	1.018783408
7.8	1.148080858
7.85	1.139659334
7.9	0.932159982
7.95	1.01550703
8	1.080007853
8.05	0.927307907
8.1	0.871970972
8.15	1.061087775
8.2	0.898310983
8.25	0.794456525
8.3	0.937695915
8.35	0.894435738
8.4	0.921345386
8.45	0.814686588
8.5	0.944804424
8.55	0.723807518
8.6	0.683871838
8.65	0.588393814
8.7	0.71384206
8.75	0.495902279
8.8	0.573610069
8.85	0.617843862
8.9	0.406452977
8.95	0.385244268
9	0.430166001
9.05	0.511102803
9.1	0.300683323
9.15	0.322201189
9.2	0.369701048
9.25	0.115898423
9.3	0.144590277
9.35	-0.010429896
9.4	0.064740308
9.45	0.113790729
9.5	0.056029099
9.55	-0.169535663
9.6	-0.218188864
9.65	-0.304928402
9.7	-0.267173554
9.75	-0.230536957
9.8	-0.450253388
9.85	-0.467117715
9.9	-0.50567478
9.95	-0.479710679
10	-0.64066951
10.05	-0.620775216
10.1	-0.577572636
10.15	-0.629243929
10.2	-0.83264733
10.25	-0.856835485
10.3	-0.856286346
10.35	-0.881156595
10.4	-0.932208788
10.45	-0.729754047
10.5	-0.735576778
10.55	-1.023171702
10.6	-0.995211807
10.65	-0.821193491
10.7	-0.917002944
10.75	-1.069484806
10.8	-1.023041884
10.85	-1.066002451
10.9	-1.053549597
10.95	-1.014692841
11	-1.099814376
11.05	-0.941814233
11.1	-1.122479341
11.15	-0.98081868
11.2	-0.954811348
11.25	-0.952863357
11.3	-1.070076964
11.35	-0.802111347
11.4	-0.795118421
11.45	-0.918547129
11.5	-0.729475342
11.55	-0.914126541
11.6	-0.754775471
11.65	-0.796928664
11.7	-0.732578698
11.75	-0.701804405
11.8	-0.785938992
11.85	-0.540369462
11.9	-0.666650436
11.95	-0.674297951
12	-0.448920735
12.05	-0.388083216
12.1	-0.493426768
12.15	-0.381522937
12.2	-0.313375459
12.25	-0.35209841
12.3	-0.373072847
12.35	-0.231098406
12.4	-0.283005962
12.45	-0.207302028
12.5	-0.089183486
